year,borough,complaint_type,count
2017,Brooklyn,Emergency Response Team (ERT),1611
2017,Brooklyn,Construction Safety Enforcement,1394
2017,Brooklyn,Miscellaneous Categories,1288
2017,Brooklyn,Indoor Air Quality,1280
2017,Brooklyn,Electronics Waste,1279
2017,Brooklyn,Electrical,1175
2017,Brooklyn,Litter Basket / Request,1125
2017,Brooklyn,Special Projects Inspection Team (SPIT),1088
2017,Brooklyn,Sustainability Enforcement,1042
2017,Brooklyn,Illegal Tree Damage,1002
2017,Brooklyn,Maintenance or Facility,1001
2017,Brooklyn,Homeless Encampment,913
2017,Brooklyn,Food Poisoning,848
2017,Brooklyn,Water Conservation,830
2017,Brooklyn,Street Sign - Dangling,815
2017,Brooklyn,BEST/Site Safety,811
2017,Brooklyn,Derelict Bicycle,800
2017,Brooklyn,Hazardous Materials,789
2017,Brooklyn,Building Marshals office,776
2017,Brooklyn,Smoking,766
2017,Brooklyn,Vacant Lot,760
2017,Brooklyn,Vending,743
2017,Brooklyn,Standing Water,725
2017,Brooklyn,Unsanitary Animal Pvt Property,613
2017,Brooklyn,OUTSIDE BUILDING,585
2017,Brooklyn,Drug Activity,563
2017,Brooklyn,ELEVATOR,512
2017,Brooklyn,Asbestos,511
2017,Brooklyn,Water Quality,495
2017,Brooklyn,School Maintenance,473
2017,Brooklyn,Boilers,445
2017,Brooklyn,Indoor Sewage,428
2017,Brooklyn,Noise - House of Worship,428
2017,Brooklyn,Broken Parking Meter,425
2017,Brooklyn,Industrial Waste,405
2017,Brooklyn,Sweeping/Missed,390
2017,Brooklyn,Noise - Helicopter,348
2017,Brooklyn,DRIE,333
2017,Brooklyn,Borough Office,331
2017,Brooklyn,Drinking,322
2017,Brooklyn,Bus Stop Shelter Complaint,320
2017,Brooklyn,Request Xmas Tree Collection,309
2017,Brooklyn,Highway Condition,304
2017,Brooklyn,Recycling Enforcement,280
2017,Brooklyn,Non-Residential Heat,261
2017,Brooklyn,Taxi Report,224
2017,Brooklyn,Unleashed Dog,209
2017,Brooklyn,Overflowing Litter Baskets,203
2017,Brooklyn,Day Care,176
2017,Brooklyn,Urinating in Public,152
2017,Brooklyn,Unsanitary Pigeon Condition,151
2017,Brooklyn,Sweeping/Inadequate,149
2017,Brooklyn,Mosquitoes,143
2017,Brooklyn,Investigations and Discipline (IAD),116
2017,Brooklyn,Violation of Park Rules,113
2017,Brooklyn,For Hire Vehicle Report,111
2017,Brooklyn,Bike/Roller/Skate Chronic,110
2017,Brooklyn,Quality of Life,109
2017,Brooklyn,Senior Center Complaint,103
2017,Brooklyn,Animal in a Park,101
2017,Brooklyn,Mold,101
2017,Brooklyn,Executive Inspections,98
2017,Brooklyn,Panhandling,85
2017,Brooklyn,Plant,80
2017,Brooklyn,Bridge Condition,79
2017,Brooklyn,Public Payphone Complaint,78
2017,Brooklyn,Illegal Animal Kept as Pet,73
2017,Brooklyn,DPR Internal,71
2017,Brooklyn,Cranes and Derricks,70
2017,Brooklyn,Scaffold Safety,63
2017,Brooklyn,Bus Stop Shelter Placement,59
2017,Brooklyn,Harboring Bees/Wasps,57
2017,Brooklyn,Illegal Fireworks,53
2017,Brooklyn,Collection Truck Noise,53
2017,Brooklyn,Facades,52
2017,Brooklyn,Beach/Pool/Sauna Complaint,50
2017,Brooklyn,Posting Advertisement,47
2017,Brooklyn,Bike Rack Condition,42
2017,Brooklyn,FATF,40
2017,Brooklyn,LinkNYC,38
2017,Brooklyn,Adopt-A-Basket,38
2017,Brooklyn,Disorderly Youth,34
2017,Brooklyn,Drinking Water,33
2017,Brooklyn,Found Property,30
2017,Brooklyn,Tattooing,30
2017,Brooklyn,City Vehicle Placard Complaint,29
2017,Brooklyn,Poison Ivy,25
2017,Brooklyn,Illegal Animal Sold,21
2017,Brooklyn,Animal Facility - No Permit,16
2017,Brooklyn,Special Natural Area District (SNAD),15
2017,Brooklyn,Public Toilet,15
2017,Brooklyn,Unsanitary Animal Facility,14
2017,Brooklyn,Pet Shop,14
2017,Brooklyn,Municipal Parking Facility,12
2017,Brooklyn,Window Guard,10
2017,Brooklyn,Lifeguard,8
2017,Brooklyn,Bottled Water,6
2017,Brooklyn,Overflowing Recycling Baskets,6
2017,Brooklyn,Transportation Provider Complaint,6
2017,Brooklyn,Radioactive Material,4
2017,Brooklyn,Taxpayer Advocate Inquiry,4
2017,Brooklyn,Interior Demo,4
2017,Brooklyn,Legal Services Provider Complaint,4
2017,Brooklyn,Cooling Tower,3
2017,Brooklyn,X-Ray Machine/Equipment,2
2017,Brooklyn,Tanning,2
2017,Brooklyn,Calorie Labeling,1
2017,Brooklyn,Stalled Sites,1
2017,Brooklyn,SRDE,1
2017,Brooklyn,Advocate - Lien,1
2017,Brooklyn,Advocate - Levy,1
2017,Brooklyn,FCST,1
2017,Manhattan,Noise - Residential,50990
2017,Manhattan,HEAT/HOT WATER,46528
2017,Manhattan,Noise - Street/Sidewalk,29021
2017,Manhattan,Noise,28498
2017,Manhattan,Illegal Parking,19563
2017,Manhattan,Noise - Commercial,18311
2017,Manhattan,Homeless Person Assistance,17022
2017,Manhattan,UNSANITARY CONDITION,14631
2017,Manhattan,Street Condition,14148
2017,Manhattan,PAINT/PLASTER,11486
2017,Manhattan,Water System,10550
2017,Manhattan,Noise - Vehicle,10270
2017,Manhattan,PLUMBING,10244
2017,Manhattan,Taxi Complaint,8968
2017,Manhattan,Rodent,7622
2017,Manhattan,General Construction/Plumbing,7109
2017,Manhattan,DOOR/WINDOW,6697
2017,Manhattan,GENERAL,6437
2017,Manhattan,Dirty Conditions,5765
2017,Manhattan,WATER LEAK,5723
2017,Manhattan,FLOORING/STAIRS,5020
2017,Manhattan,ELECTRIC,4499
2017,Manhattan,Consumer Complaint,4483
2017,Manhattan,For Hire Vehicle Complaint,4309
2017,Manhattan,Sidewalk Condition,4302
2017,Manhattan,Food Establishment,3900
2017,Manhattan,Graffiti,3823
2017,Manhattan,Elevator,3734
2017,Manhattan,Sanitation Condition,3712
2017,Manhattan,Broken Muni Meter,3691
2017,Manhattan,Blocked Driveway,3424
2017,Manhattan,Request Large Bulky Item Collection,3383
2017,Manhattan,New Tree Request,3282
2017,Manhattan,Vending,3258
2017,Manhattan,Homeless Encampment,3057
2017,Manhattan,Air Quality,2852
2017,Manhattan,Sewer,2706
2017,Manhattan,Missed Collection (All Materials),2428
2017,Manhattan,Lead,2345
2017,Manhattan,APPLIANCE,2335
2017,Manhattan,Street Light Condition,2072
2017,Manhattan,Building/Use,1803
2017,Manhattan,Traffic,1713
2017,Manhattan,Indoor Air Quality,1658
2017,Manhattan,Plumbing,1622
2017,Manhattan,Construction Safety Enforcement,1618
2017,Manhattan,Other Enforcement,1584
2017,Manhattan,Special Projects Inspection Team (SPIT),1552
2017,Manhattan,Animal Abuse,1545
2017,Manhattan,Emergency Response Team (ERT),1524
2017,Manhattan,SAFETY,1500
2017,Manhattan,Taxi Report,1458
2017,Manhattan,Damaged Tree,1335
2017,Manhattan,Non-Emergency Police Matter,1313
2017,Manhattan,Food Poisoning,1305
2017,Manhattan,Snow,1249
2017,Manhattan,Noise - Park,1245
2017,Manhattan,Street Sign - Damaged,1217
2017,Manhattan,Traffic Signal Condition,1149
2017,Manhattan,Curb Condition,1075
2017,Manhattan,Maintenance or Facility,936
2017,Manhattan,Dead/Dying Tree,921
2017,Manhattan,Derelict Bicycle,909
2017,Manhattan,Electrical,869
2017,Manhattan,Derelict Vehicle,867
2017,Manhattan,Building Marshals office,789
2017,Manhattan,School Maintenance,766
2017,Manhattan,Derelict Vehicles,747
2017,Manhattan,Street Sign - Missing,741
2017,Manhattan,Broken Parking Meter,705
2017,Manhattan,Hazardous Materials,683
2017,Manhattan,Litter Basket / Request,679
2017,Manhattan,Smoking,673
2017,Manhattan,Asbestos,664
2017,Manhattan,Illegal Tree Damage,610
2017,Manhattan,Panhandling,480
2017,Manhattan,Overgrown Tree/Branches,472
2017,Manhattan,Street Sign - Dangling,463
2017,Manhattan,Miscellaneous Categories,462
2017,Manhattan,Noise - Helicopter,451
2017,Manhattan,Non-Residential Heat,417
2017,Manhattan,Sustainability Enforcement,404
2017,Manhattan,Drug Activity,386
2017,Manhattan,Boilers,383
2017,Manhattan,Water Quality,381
2017,Manhattan,Standing Water,344
2017,Manhattan,Drinking,340
2017,Manhattan,Water Conservation,338
2017,Manhattan,DRIE,338
2017,Manhattan,Highway Condition,314
2017,Manhattan,BEST/Site Safety,291
2017,Manhattan,ELEVATOR,290
2017,Manhattan,Bus Stop Shelter Complaint,282
2017,Manhattan,Unsanitary Animal Pvt Property,277
2017,Manhattan,Facades,270
2017,Manhattan,Overflowing Litter Baskets,259
2017,Manhattan,Industrial Waste,253
2017,Manhattan,Recycling Enforcement,239
2017,Manhattan,Found Property,232
2017,Manhattan,OUTSIDE BUILDING,221
2017,Manhattan,Indoor Sewage,215
2017,Manhattan,Bike/Roller/Skate Chronic,204
2017,Manhattan,DPR Internal,186
2017,Manhattan,Urinating in Public,178
2017,Manhattan,Sweeping/Missed,175
2017,Manhattan,Unsanitary Pigeon Condition,171
2017,Manhattan,Public Payphone Complaint,161
2017,Manhattan,Cranes and Derricks,158
2017,Manhattan,Noise - House of Worship,152
2017,Manhattan,For Hire Vehicle Report,150
2017,Manhattan,LinkNYC,149
2017,Manhattan,Violation of Park Rules,147
2017,Manhattan,Animal in a Park,120
2017,Manhattan,Adopt-A-Basket,120
2017,Manhattan,Quality of Life,116
2017,Manhattan,Scaffold Safety,114
2017,Manhattan,Unleashed Dog,114
2017,Manhattan,Root/Sewer/Sidewalk Condition,111
2017,Manhattan,Mosquitoes,106
2017,Manhattan,Collection Truck Noise,98
2017,Manhattan,Mold,96
2017,Manhattan,Vacant Lot,92
2017,Manhattan,Senior Center Complaint,81
2017,Manhattan,Day Care,68
2017,Manhattan,Request Xmas Tree Collection,67
2017,Manhattan,Investigations and Discipline (IAD),65
2017,Manhattan,Bus Stop Shelter Placement,61
2017,Manhattan,Bridge Condition,60
2017,Manhattan,Borough Office,56
2017,Manhattan,Illegal Fireworks,47
2017,Manhattan,Bike Rack Condition,46
2017,Manhattan,Illegal Animal Kept as Pet,41
2017,Manhattan,Beach/Pool/Sauna Complaint,38
2017,Manhattan,FATF,38
2017,Manhattan,Sweeping/Inadequate,30
2017,Manhattan,Disorderly Youth,29
2017,Manhattan,Posting Advertisement,29
2017,Manhattan,Pet Shop,28
2017,Manhattan,Drinking Water,27
2017,Manhattan,Cooling Tower,21
2017,Manhattan,Executive Inspections,21
2017,Manhattan,City Vehicle Placard Complaint,19
2017,Manhattan,Tattooing,18
2017,Manhattan,Public Toilet,18
2017,Manhattan,Unsanitary Animal Facility,14
2017,Manhattan,Animal Facility - No Permit,14
2017,Manhattan,Harboring Bees/Wasps,12
2017,Manhattan,Lifeguard,11
2017,Manhattan,Poison Ivy,10
2017,Manhattan,Calorie Labeling,8
2017,Manhattan,Illegal Animal Sold,8
2017,Manhattan,Overflowing Recycling Baskets,6
2017,Manhattan,Municipal Parking Facility,5
2017,Manhattan,Transportation Provider Complaint,4
2017,Manhattan,Window Guard,3
2017,Manhattan,Building Condition,3
2017,Manhattan,X-Ray Machine/Equipment,3
2017,Manhattan,Legal Services Provider Complaint,3
2017,Manhattan,Squeegee,2
2017,Manhattan,Tanning,2
2017,Manhattan,Stalled Sites,2
2017,Manhattan,Bottled Water,2
2017,Manhattan,AGENCY,2
2017,Manhattan,VACANT APARTMENT,2
2017,Manhattan,Trans Fat,1
2017,Manhattan,Forensic Engineering,1
2017,Manhattan,DOF Property - Reduction Issue,1
2017,Manhattan,Taxpayer Advocate Inquiry,1
2017,Manhattan,Advocate-Business Tax,1
2017,Queens,Blocked Driveway,54409
2017,Queens,Noise - Residential,46408
2017,Queens,Illegal Parking,46115
2017,Queens,Street Condition,29270
2017,Queens,HEAT/HOT WATER,29186
2017,Queens,Request Large Bulky Item Collection,21382
2017,Queens,Street Light Condition,18309
2017,Queens,Water System,18258
2017,Queens,Derelict Vehicle,16124
2017,Queens,Building/Use,13574
2017,Queens,Missed Collection (All Materials),12795
2017,Queens,Sewer,12133
2017,Queens,UNSANITARY CONDITION,11467
2017,Queens,Derelict Vehicles,10885
2017,Queens,Sanitation Condition,10773
2017,Queens,Noise,10513
2017,Queens,Dirty Conditions,10354
2017,Queens,Damaged Tree,10330
2017,Queens,Sidewalk Condition,9839
2017,Queens,Traffic Signal Condition,8772
2017,Queens,Noise - Commercial,7764
2017,Queens,Noise - Street/Sidewalk,7519
2017,Queens,General Construction/Plumbing,7453
2017,Queens,Overgrown Tree/Branches,6018
2017,Queens,Rodent,5991
2017,Queens,PAINT/PLASTER,5682
2017,Queens,PLUMBING,5514
2017,Queens,Dead/Dying Tree,5262
2017,Queens,Noise - Vehicle,4798
2017,Queens,Consumer Complaint,4508
2017,Queens,New Tree Request,4209
2017,Queens,Non-Emergency Police Matter,3997
2017,Queens,Root/Sewer/Sidewalk Condition,3885
2017,Queens,DOOR/WINDOW,3769
2017,Queens,WATER LEAK,3660
2017,Queens,Snow,3641
2017,Queens,ELECTRIC,3479
2017,Queens,Street Sign - Damaged,3350
2017,Queens,GENERAL,2965
2017,Queens,Graffiti,2817
2017,Queens,Taxi Complaint,2562
2017,Queens,Animal Abuse,2560
2017,Queens,Food Establishment,2395
2017,Queens,Broken Muni Meter,2324
2017,Queens,FLOORING/STAIRS,2251
2017,Queens,Plumbing,2218
2017,Queens,Other Enforcement,2106
2017,Queens,Curb Condition,2049
2017,Queens,Elevator,1920
2017,Queens,Street Sign - Missing,1855
2017,Queens,Miscellaneous Categories,1730
2017,Queens,Lead,1558
2017,Queens,SAFETY,1544
2017,Queens,APPLIANCE,1505
2017,Queens,Homeless Person Assistance,1489
2017,Queens,Air Quality,1399
2017,Queens,For Hire Vehicle Complaint,1337
2017,Queens,Traffic,1113
2017,Queens,Water Conservation,978
2017,Queens,Highway Condition,930
2017,Queens,Illegal Tree Damage,859
2017,Queens,Maintenance or Facility,841
2017,Queens,Emergency Response Team (ERT),834
2017,Queens,Street Sign - Dangling,815
2017,Queens,Noise - Park,812
2017,Queens,Special Projects Inspection Team (SPIT),747
2017,Queens,Vending,715
2017,Queens,Standing Water,711
2017,Queens,Electrical,692
2017,Queens,Hazardous Materials,686
2017,Queens,Indoor Air Quality,668
2017,Queens,Food Poisoning,655
2017,Queens,BEST/Site Safety,655
2017,Queens,Unsanitary Animal Pvt Property,632
2017,Queens,Vacant Lot,615
2017,Queens,Homeless Encampment,611
2017,Queens,Construction Safety Enforcement,601
2017,Queens,Litter Basket / Request,537
2017,Queens,Sustainability Enforcement,520
2017,Queens,Broken Parking Meter,519
2017,Queens,Drinking,488
2017,Queens,Drug Activity,474
2017,Queens,Request Xmas Tree Collection,458
2017,Queens,Industrial Waste,424
2017,Queens,School Maintenance,405
2017,Queens,Smoking,374
2017,Queens,Boilers,358
2017,Queens,Taxi Report,358
2017,Queens,Asbestos,351
2017,Queens,Water Quality,330
2017,Queens,Bus Stop Shelter Complaint,301
2017,Queens,Overflowing Litter Baskets,301
2017,Queens,Building Marshals office,289
2017,Queens,Unleashed Dog,286
2017,Queens,DRIE,281
2017,Queens,Mosquitoes,273
2017,Queens,Sweeping/Missed,219
2017,Queens,ELEVATOR,214
2017,Queens,Recycling Enforcement,211
2017,Queens,Indoor Sewage,209
2017,Queens,Non-Residential Heat,208
2017,Queens,Noise - Helicopter,189
2017,Queens,Derelict Bicycle,189
2017,Queens,OUTSIDE BUILDING,184
2017,Queens,Unsanitary Pigeon Condition,175
2017,Queens,Borough Office,171
2017,Queens,Noise - House of Worship,159
2017,Queens,For Hire Vehicle Report,142
2017,Queens,Executive Inspections,128
2017,Queens,Urinating in Public,113
2017,Queens,Day Care,103
2017,Queens,DPR Internal,95
2017,Queens,Animal in a Park,89
2017,Queens,Violation of Park Rules,88
2017,Queens,FATF,82
2017,Queens,Harboring Bees/Wasps,81
2017,Queens,Quality of Life,80
2017,Queens,Mold,71
2017,Queens,Illegal Animal Kept as Pet,70
2017,Queens,Illegal Fireworks,70
2017,Queens,Investigations and Discipline (IAD),68
2017,Queens,Cranes and Derricks,67
2017,Queens,Sweeping/Inadequate,59
2017,Queens,Bus Stop Shelter Placement,57
2017,Queens,FCST,57
2017,Queens,Bike/Roller/Skate Chronic,55
2017,Queens,Pet Shop,55
2017,Queens,Facades,55
2017,Queens,Senior Center Complaint,55
2017,Queens,Panhandling,54
2017,Queens,Posting Advertisement,46
2017,Queens,Poison Ivy,41
2017,Queens,Beach/Pool/Sauna Complaint,39
2017,Queens,Public Payphone Complaint,36
2017,Queens,Disorderly Youth,32
2017,Queens,Bridge Condition,32
2017,Queens,Drinking Water,30
2017,Queens,Adopt-A-Basket,30
2017,Queens,Plant,29
2017,Queens,Scaffold Safety,27
2017,Queens,Unsanitary Animal Facility,27
2017,Queens,Tattooing,26
2017,Queens,Collection Truck Noise,25
2017,Queens,Special Natural Area District (SNAD),24
2017,Queens,Municipal Parking Facility,22
2017,Queens,Illegal Animal Sold,21
2017,Queens,Found Property,19
2017,Queens,LinkNYC,19
2017,Queens,City Vehicle Placard Complaint,19
2017,Queens,Public Toilet,13
2017,Queens,Animal Facility - No Permit,11
2017,Queens,Bike Rack Condition,10
2017,Queens,Lifeguard,8
2017,Queens,ATF,6
2017,Queens,Window Guard,5
2017,Queens,Overflowing Recycling Baskets,4
2017,Queens,Calorie Labeling,3
2017,Queens,Cooling Tower,3
2017,Queens,Bottled Water,3
2017,Queens,Taxpayer Advocate Inquiry,3
2017,Queens,Transportation Provider Complaint,3
2017,Queens,X-Ray Machine/Equipment,2
2017,Queens,Tanning,2
2017,Queens,Trans Fat,2
2017,Queens,ZTESTINT,1
2017,Queens,Forensic Engineering,1
2017,Queens,ZSYSTEST,1
2017,Queens,Interior Demo,1
2017,Queens,Legal Services Provider Complaint,1
2017,Queens,Special Enforcement,1
2017,Staten Island,Electronics Waste,12188
2017,Staten Island,Street Condition,10250
2017,Staten Island,Illegal Parking,8064
2017,Staten Island,Noise - Residential,7034
2017,Staten Island,Street Light Condition,6604
2017,Staten Island,Missed Collection (All Materials),5565
2017,Staten Island,Water System,5266
2017,Staten Island,Sewer,3900
2017,Staten Island,Blocked Driveway,3795
2017,Staten Island,Derelict Vehicle,3778
2017,Staten Island,Sanitation Condition,3631
2017,Staten Island,Dirty Conditions,3047
2017,Staten Island,Request Large Bulky Item Collection,2784
2017,Staten Island,Sidewalk Condition,2567
2017,Staten Island,Damaged Tree,2423
2017,Staten Island,HEAT/HOT WATER,2073
2017,Staten Island,Derelict Vehicles,1970
2017,Staten Island,UNSANITARY CONDITION,1951
2017,Staten Island,Noise,1905
2017,Staten Island,Traffic Signal Condition,1868
2017,Staten Island,Building/Use,1777
2017,Staten Island,Rodent,1728
2017,Staten Island,General Construction/Plumbing,1617
2017,Staten Island,Overgrown Tree/Branches,1582
2017,Staten Island,Root/Sewer/Sidewalk Condition,1460
2017,Staten Island,Dead/Dying Tree,1331
2017,Staten Island,Snow,1302
2017,Staten Island,Noise - Commercial,1091
2017,Staten Island,PAINT/PLASTER,1010
2017,Staten Island,PLUMBING,945
2017,Staten Island,Noise - Street/Sidewalk,867
2017,Staten Island,Non-Emergency Police Matter,809
2017,Staten Island,New Tree Request,692
2017,Staten Island,DOOR/WINDOW,681
2017,Staten Island,Animal Abuse,668
2017,Staten Island,ELECTRIC,658
2017,Staten Island,Standing Water,547
2017,Staten Island,WATER LEAK,528
2017,Staten Island,Other Enforcement,517
2017,Staten Island,Noise - Vehicle,503
2017,Staten Island,Air Quality,489
2017,Staten Island,Consumer Complaint,481
2017,Staten Island,FLOORING/STAIRS,450
2017,Staten Island,Street Sign - Missing,405
2017,Staten Island,Street Sign - Damaged,393
2017,Staten Island,GENERAL,380
2017,Staten Island,Food Establishment,371
2017,Staten Island,Vacant Lot,370
2017,Staten Island,Curb Condition,368
2017,Staten Island,Request Xmas Tree Collection,335
2017,Staten Island,Water Conservation,330
2017,Staten Island,Plumbing,325
2017,Staten Island,APPLIANCE,296
2017,Staten Island,Highway Condition,289
2017,Staten Island,Electrical,264
2017,Staten Island,Sustainability Enforcement,263
2017,Staten Island,Lead,258
2017,Staten Island,BEST/Site Safety,255
2017,Staten Island,Unsanitary Animal Pvt Property,247
2017,Staten Island,Maintenance or Facility,244
2017,Staten Island,Illegal Tree Damage,225
2017,Staten Island,Traffic,219
2017,Staten Island,Indoor Air Quality,193
2017,Staten Island,Elevator,185
2017,Staten Island,SAFETY,182
2017,Staten Island,Hazardous Materials,181
2017,Staten Island,Broken Muni Meter,172
2017,Staten Island,Graffiti,168
2017,Staten Island,Homeless Person Assistance,155
2017,Staten Island,Industrial Waste,147
2017,Staten Island,Street Sign - Dangling,147
2017,Staten Island,Litter Basket / Request,147
2017,Staten Island,Emergency Response Team (ERT),142
2017,Staten Island,Miscellaneous Categories,129
2017,Staten Island,Water Quality,119
2017,Staten Island,For Hire Vehicle Complaint,118
2017,Staten Island,Food Poisoning,106
2017,Staten Island,Electronics Waste Appointment,104
2017,Staten Island,Drinking,97
2017,Staten Island,Smoking,94
2017,Staten Island,Special Projects Inspection Team (SPIT),87
2017,Staten Island,Bus Stop Shelter Complaint,86
2017,Staten Island,Mosquitoes,83
2017,Staten Island,Construction Safety Enforcement,83
2017,Staten Island,Overflowing Litter Baskets,83
2017,Staten Island,Homeless Encampment,78
2017,Staten Island,Drug Activity,74
2017,Staten Island,School Maintenance,70
2017,Staten Island,Building Marshals office,70
2017,Staten Island,Unsanitary Pigeon Condition,69
2017,Staten Island,Asbestos,67
2017,Staten Island,Unleashed Dog,63
2017,Staten Island,Indoor Sewage,62
2017,Staten Island,Poison Ivy,60
2017,Staten Island,Borough Office,59
2017,Staten Island,Noise - Park,58
2017,Staten Island,Broken Parking Meter,56
2017,Staten Island,DPR Internal,55
2017,Staten Island,Special Natural Area District (SNAD),51
2017,Staten Island,Recycling Enforcement,51
2017,Staten Island,OUTSIDE BUILDING,45
2017,Staten Island,Animal in a Park,44
2017,Staten Island,Adopt-A-Basket,43
2017,Staten Island,Mold,41
2017,Staten Island,Boilers,40
2017,Staten Island,Vending,37
2017,Staten Island,Noise - Helicopter,27
2017,Staten Island,Illegal Fireworks,26
2017,Staten Island,FATF,26
2017,Staten Island,Panhandling,23
2017,Staten Island,Non-Residential Heat,21
2017,Staten Island,Bike/Roller/Skate Chronic,21
2017,Staten Island,Day Care,20
2017,Staten Island,Harboring Bees/Wasps,20
2017,Staten Island,Illegal Animal Kept as Pet,20
2017,Staten Island,Noise - House of Worship,19
2017,Staten Island,Taxi Complaint,19
2017,Staten Island,For Hire Vehicle Report,18
2017,Staten Island,Beach/Pool/Sauna Complaint,18
2017,Staten Island,Disorderly Youth,17
2017,Staten Island,Urinating in Public,17
2017,Staten Island,Investigations and Discipline (IAD),16
2017,Staten Island,Violation of Park Rules,15
2017,Staten Island,DRIE,15
2017,Staten Island,ELEVATOR,13
2017,Staten Island,Plant,11
2017,Staten Island,Public Payphone Complaint,11
2017,Staten Island,Quality of Life,11
2017,Staten Island,Collection Truck Noise,11
2017,Staten Island,Bus Stop Shelter Placement,9
2017,Staten Island,Drinking Water,7
2017,Staten Island,Posting Advertisement,7
2017,Staten Island,Derelict Bicycle,7
2017,Staten Island,LinkNYC,6
2017,Staten Island,Tattooing,6
2017,Staten Island,Animal Facility - No Permit,5
2017,Staten Island,Sweeping/Inadequate,5
2017,Staten Island,Senior Center Complaint,5
2017,Staten Island,Cranes and Derricks,4
2017,Staten Island,Illegal Animal Sold,4
2017,Staten Island,Unsanitary Animal Facility,4
2017,Staten Island,Public Toilet,4
2017,Staten Island,Facades,4
2017,Staten Island,Taxi Report,3
2017,Staten Island,Scaffold Safety,2
2017,Staten Island,Municipal Parking Facility,2
2017,Staten Island,Pet Shop,2
2017,Staten Island,Overflowing Recycling Baskets,2
2017,Staten Island,Legal Services Provider Complaint,2
2017,Staten Island,City Vehicle Placard Complaint,2
2017,Staten Island,Bridge Condition,1
2017,Staten Island,Calorie Labeling,1
2017,Staten Island,Cooling Tower,1
2017,Staten Island,Tanning,1
2017,Staten Island,Executive Inspections,1
2017,Staten Island,Forensic Engineering,1
2017,Staten Island,Advocate-Commercial Exemptions,1
2017,Staten Island,ATF,1
2017,UNSPECIFIED,Highway Condition,82
2017,UNSPECIFIED,Street Light Condition,62
2017,UNSPECIFIED,Traffic,12
2017,UNSPECIFIED,Bridge Condition,11
2017,UNSPECIFIED,Consumer Complaint,7
2017,UNSPECIFIED,Derelict Vehicle,7
2017,UNSPECIFIED,Traffic Signal Condition,6
2017,UNSPECIFIED,Senior Center Complaint,4
2017,UNSPECIFIED,Taxi Complaint,3
2017,UNSPECIFIED,Sewer,2
2017,UNSPECIFIED,Street Sign - Dangling,2
2017,UNSPECIFIED,Blocked Driveway,1
2017,UNSPECIFIED,For Hire Vehicle Report,1
2017,UNSPECIFIED,Homeless Person Assistance,1
2017,UNSPECIFIED,Noise - Street/Sidewalk,1
2017,UNSPECIFIED,Dirty Conditions,1
2017,UNSPECIFIED,Sanitation Condition,1
2017,UNSPECIFIED,Homeless Encampment,1
2018,Bronx,HEAT/HOT WATER,69620
2018,Bronx,Noise - Residential,56358
2018,Bronx,UNSANITARY CONDITION,26674
2018,Bronx,Blocked Driveway,24276
2018,Bronx,PAINT/PLASTER,19907
2018,Bronx,Illegal Parking,19507
2018,Bronx,PLUMBING,17021
2018,Bronx,Noise - Street/Sidewalk,16048
2018,Bronx,Water System,12826
2018,Bronx,WATER LEAK,12686
2018,Bronx,DOOR/WINDOW,12497
2018,Bronx,Street Condition,11672
2018,Bronx,Request Large Bulky Item Collection,9931
2018,Bronx,FLOORING/STAIRS,8460
2018,Bronx,ELECTRIC,8035
2018,Bronx,GENERAL,7731
2018,Bronx,Street Light Condition,7358
2018,Bronx,Noise - Vehicle,6056
2018,Bronx,Rodent,6000
2018,Bronx,Derelict Vehicles,5875
2018,Bronx,APPLIANCE,5352
2018,Bronx,Sanitation Condition,5330
2018,Bronx,Derelict Vehicle,5140
2018,Bronx,Dirty Conditions,4940
2018,Bronx,Elevator,4529
2018,Bronx,Noise - Commercial,4126
2018,Bronx,General Construction/Plumbing,3977
2018,Bronx,Sewer,3831
2018,Bronx,Damaged Tree,3544
2018,Bronx,Building/Use,3322
2018,Bronx,Graffiti,3273
2018,Bronx,Noise,3146
2018,Bronx,Missed Collection (All Materials),3068
2018,Bronx,Sidewalk Condition,2861
2018,Bronx,SAFETY,2629
2018,Bronx,Consumer Complaint,2489
2018,Bronx,Traffic Signal Condition,2155
2018,Bronx,Animal Abuse,1602
2018,Bronx,Overgrown Tree/Branches,1507
2018,Bronx,Non-Emergency Police Matter,1283
2018,Bronx,Homeless Person Assistance,1174
2018,Bronx,Broken Parking Meter,1140
2018,Bronx,Plumbing,1098
2018,Bronx,New Tree Request,1041
2018,Bronx,Food Establishment,1029
2018,Bronx,Dead/Dying Tree,947
2018,Bronx,Water Conservation,945
2018,Bronx,For Hire Vehicle Complaint,912
2018,Bronx,Lead,896
2018,Bronx,Curb Condition,852
2018,Bronx,Root/Sewer/Sidewalk Condition,839
2018,Bronx,Hazardous Materials,785
2018,Bronx,Street Sign - Missing,779
2018,Bronx,Other Enforcement,738
2018,Bronx,DOF Property - Payment Issue,724
2018,Bronx,Electrical,718
2018,Bronx,Street Sign - Damaged,701
2018,Bronx,Noise - Park,699
2018,Bronx,Indoor Air Quality,663
2018,Bronx,Smoking,617
2018,Bronx,Traffic,578
2018,Bronx,School Maintenance,577
2018,Bronx,Drug Activity,550
2018,Bronx,Maintenance or Facility,517
2018,Bronx,Air Quality,511
2018,Bronx,Taxi Complaint,444
2018,Bronx,ELEVATOR,433
2018,Bronx,Snow,424
